schemaname,tablename,column,type,encoding,distkey,sortkey,notnull
pg_catalog,padb_config_harvest,name,character(136),lzo,false,0,true
pg_catalog,padb_config_harvest,harvest,integer,lzo,false,0,true
pg_catalog,padb_config_harvest,archive,integer,lzo,false,0,true
pg_catalog,padb_config_harvest,directory,character(500),lzo,false,0,true
pg_catalog,pg_aggregate,aggfnoid,regproc,none,false,0,true
pg_catalog,pg_aggregate,aggtransfn,regproc,none,false,0,true
pg_catalog,pg_aggregate,aggfinalfn,regproc,none,false,0,true
pg_catalog,pg_aggregate,aggtranstype,oid,none,false,0,true
pg_catalog,pg_aggregate,agginitval,text,none,false,0,false
pg_catalog,pg_aggregate_fnoid_index,aggfnoid,regproc,none,false,0,false
pg_catalog,pg_am,amname,name,none,false,0,true
pg_catalog,pg_am,amowner,integer,none,false,0,true
pg_catalog,pg_am,amstrategies,smallint,none,false,0,true
pg_catalog,pg_am,amsupport,smallint,none,false,0,true
pg_catalog,pg_am,amorderstrategy,smallint,none,false,0,true
pg_catalog,pg_am,amcanunique,boolean,none,false,0,true
pg_catalog,pg_am,amcanmulticol,boolean,none,false,0,true
pg_catalog,pg_am,amindexnulls,boolean,none,false,0,true
pg_catalog,pg_am,amconcurrent,boolean,none,false,0,true
pg_catalog,pg_am,amgettuple,regproc,none,false,0,true
pg_catalog,pg_am,aminsert,regproc,none,false,0,true
pg_catalog,pg_am,ambeginscan,regproc,none,false,0,true
pg_catalog,pg_am,amrescan,regproc,none,false,0,true
pg_catalog,pg_am,amendscan,regproc,none,false,0,true
pg_catalog,pg_am,ammarkpos,regproc,none,false,0,true
pg_catalog,pg_am,amrestrpos,regproc,none,false,0,true
pg_catalog,pg_am,ambuild,regproc,none,false,0,true
pg_catalog,pg_am,ambulkdelete,regproc,none,false,0,true
pg_catalog,pg_am,amvacuumcleanup,regproc,none,false,0,true
pg_catalog,pg_am,amcostestimate,regproc,none,false,0,true
pg_catalog,pg_am_name_index,amname,name,none,false,0,false
pg_catalog,pg_am_oid_index,oid,oid,none,false,0,false
pg_catalog,pg_amop,amopclaid,oid,none,false,0,true
pg_catalog,pg_amop,amopsubtype,oid,none,false,0,true
pg_catalog,pg_amop,amopstrategy,smallint,none,false,0,true
pg_catalog,pg_amop,amopreqcheck,boolean,none,false,0,true
pg_catalog,pg_amop,amopopr,oid,none,false,0,true
pg_catalog,pg_amop_opc_strat_index,amopclaid,oid,none,false,0,false
pg_catalog,pg_amop_opc_strat_index,amopsubtype,oid,none,false,0,false
pg_catalog,pg_amop_opc_strat_index,amopstrategy,smallint,none,false,0,false
pg_catalog,pg_amop_opr_opc_index,amopopr,oid,none,false,0,false
pg_catalog,pg_amop_opr_opc_index,amopclaid,oid,none,false,0,false
pg_catalog,pg_amproc,amopclaid,oid,none,false,0,true
pg_catalog,pg_amproc,amprocsubtype,oid,none,false,0,true
pg_catalog,pg_amproc,amprocnum,smallint,none,false,0,true
pg_catalog,pg_amproc,amproc,regproc,none,false,0,true
pg_catalog,pg_amproc_opc_proc_index,amopclaid,oid,none,false,0,false
pg_catalog,pg_amproc_opc_proc_index,amprocsubtype,oid,none,false,0,false
pg_catalog,pg_amproc_opc_proc_index,amprocnum,smallint,none,false,0,false
pg_catalog,pg_attrdef,adrelid,oid,none,false,0,true
pg_catalog,pg_attrdef,adnum,smallint,none,false,0,true
pg_catalog,pg_attrdef,adbin,text,none,false,0,false
pg_catalog,pg_attrdef,adsrc,text,none,false,0,false
pg_catalog,pg_attrdef_adrelid_adnum_index,adrelid,oid,none,false,0,false
pg_catalog,pg_attrdef_adrelid_adnum_index,adnum,smallint,none,false,0,false
pg_catalog,pg_attrdef_oid_index,oid,oid,none,false,0,false
pg_catalog,pg_attribute,attrelid,oid,none,false,0,true
pg_catalog,pg_attribute,attname,name,none,false,0,true
pg_catalog,pg_attribute,atttypid,oid,none,false,0,true
pg_catalog,pg_attribute,attstattarget,integer,none,false,0,true
pg_catalog,pg_attribute,attlen,smallint,none,false,0,true
pg_catalog,pg_attribute,attnum,smallint,none,false,0,true
pg_catalog,pg_attribute,attndims,integer,none,false,0,true
pg_catalog,pg_attribute,attcacheoff,integer,none,false,0,true
pg_catalog,pg_attribute,atttypmod,integer,none,false,0,true
pg_catalog,pg_attribute,attbyval,boolean,none,false,0,true
pg_catalog,pg_attribute,attstorage,"char",none,false,0,true
pg_catalog,pg_attribute,attalign,"char",none,false,0,true
pg_catalog,pg_attribute,attnotnull,boolean,none,false,0,true
pg_catalog,pg_attribute,atthasdef,boolean,none,false,0,true
pg_catalog,pg_attribute,attisdropped,boolean,none,false,0,true
pg_catalog,pg_attribute,attislocal,boolean,none,false,0,true
pg_catalog,pg_attribute,attinhcount,integer,none,false,0,true
pg_catalog,pg_attribute,attisdistkey,boolean,none,false,0,true
pg_catalog,pg_attribute,attispreloaded,boolean,none,false,0,true
pg_catalog,pg_attribute,attsortkeyord,integer,none,false,0,true
pg_catalog,pg_attribute,attencodingtype,smallint,none,false,0,true
pg_catalog,pg_attribute,attencrypttype,smallint,none,false,0,true
pg_catalog,pg_attribute_relid_attnam_index,attrelid,oid,none,false,0,false
pg_catalog,pg_attribute_relid_attnam_index,attname,name,none,false,0,false
pg_catalog,pg_attribute_relid_attnum_index,attrelid,oid,none,false,0,false
pg_catalog,pg_attribute_relid_attnum_index,attnum,smallint,none,false,0,false
pg_catalog,pg_bar_ddllog,bar_ddllog_dboid,oid,none,false,0,true
pg_catalog,pg_bar_ddllog,bar_ddllog_xid,xid,none,false,0,true
pg_catalog,pg_bar_ddllog,bar_ddllog_txt,text,none,false,0,false
pg_catalog,pg_bar_ddllog,bar_ddllog_cmd,smallint,none,false,0,false
pg_catalog,pg_bar_ddllog,bar_ddllog_lng,smallint,none,false,0,false
pg_catalog,pg_bar_ddllog,bar_ddllog_oids,text,none,false,0,false
pg_catalog,pg_bar_ddllog,bar_ddllog_names,text,none,false,0,false
pg_catalog,pg_bar_ddllog,bar_ddllog_path,text,none,false,0,false
pg_catalog,pg_bar_repos,bar_repos_name,name,none,false,0,true
pg_catalog,pg_bar_repos,bar_repos_leader_path,text,none,false,0,false
pg_catalog,pg_bar_repos,bar_repos_data_paths,text[],none,false,0,false
pg_catalog,pg_bar_state,bar_state_dboid,oid,none,false,0,true
pg_catalog,pg_bar_state,bar_state_backup_name,text,none,false,0,false
pg_catalog,pg_bar_state,bar_state_restore_xid,xid,none,false,0,false
pg_catalog,pg_bar_state,bar_state_restore_suspension,boolean,none,false,0,false
pg_catalog,pg_cast,castsource,oid,none,false,0,true
pg_catalog,pg_cast,casttarget,oid,none,false,0,true
pg_catalog,pg_cast,castfunc,oid,none,false,0,true
pg_catalog,pg_cast,castcontext,"char",none,false,0,true
pg_catalog,pg_cast_oid_index,oid,oid,none,false,0,false
pg_catalog,pg_cast_source_target_index,castsource,oid,none,false,0,false
pg_catalog,pg_cast_source_target_index,casttarget,oid,none,false,0,false
pg_catalog,pg_class,relname,name,none,false,0,true
pg_catalog,pg_class,relnamespace,oid,none,false,0,true
pg_catalog,pg_class,reltype,oid,none,false,0,true
pg_catalog,pg_class,relowner,integer,none,false,0,true
pg_catalog,pg_class,relam,oid,none,false,0,true
pg_catalog,pg_class,relfilenode,oid,none,false,0,true
pg_catalog,pg_class,reltablespace,oid,none,false,0,true
pg_catalog,pg_class,relpages,integer,none,false,0,true
pg_catalog,pg_class,reltuples,real,none,false,0,true
pg_catalog,pg_class,reltoastrelid,oid,none,false,0,true
pg_catalog,pg_class,reltoastidxid,oid,none,false,0,true
pg_catalog,pg_class,relhasindex,boolean,none,false,0,true
pg_catalog,pg_class,relisshared,boolean,none,false,0,true
pg_catalog,pg_class,relkind,"char",none,false,0,true
pg_catalog,pg_class,relnatts,smallint,none,false,0,true
pg_catalog,pg_class,relexternid,oid,none,false,0,true
pg_catalog,pg_class,relisreplicated,boolean,none,false,0,true
pg_catalog,pg_class,relispinned,boolean,none,false,0,true
pg_catalog,pg_class,reldiststyle,smallint,none,false,0,true
pg_catalog,pg_class,relprojbaseid,oid,none,false,0,true
pg_catalog,pg_class,relchecks,smallint,none,false,0,true
pg_catalog,pg_class,reltriggers,smallint,none,false,0,true
pg_catalog,pg_class,relukeys,smallint,none,false,0,true
pg_catalog,pg_class,relfkeys,smallint,none,false,0,true
pg_catalog,pg_class,relrefs,smallint,none,false,0,true
pg_catalog,pg_class,relhasoids,boolean,none,false,0,true
pg_catalog,pg_class,relhaspkey,boolean,none,false,0,true
pg_catalog,pg_class,relhasrules,boolean,none,false,0,true
pg_catalog,pg_class,relhassubclass,boolean,none,false,0,true
pg_catalog,pg_class,relacl,aclitem[],none,false,0,false
pg_catalog,pg_class_extended,reloid,oid,none,false,0,true
pg_catalog,pg_class_extended,colnum,smallint,lzo,false,0,true
pg_catalog,pg_class_extended,value,text,lzo,false,0,false
pg_catalog,pg_class_extended_reloid_colnum_index,reloid,oid,none,false,0,false
pg_catalog,pg_class_extended_reloid_colnum_index,colnum,smallint,lzo,false,0,false
pg_catalog,pg_class_info,reloid,oid,none,false,0,false
pg_catalog,pg_class_info,relname,name,none,false,0,false
pg_catalog,pg_class_info,relnamespace,oid,none,false,0,false
pg_catalog,pg_class_info,reltype,oid,none,false,0,false
pg_catalog,pg_class_info,relowner,integer,none,false,0,false
pg_catalog,pg_class_info,relam,oid,none,false,0,false
pg_catalog,pg_class_info,relfilenode,oid,none,false,0,false
pg_catalog,pg_class_info,reltablespace,oid,none,false,0,false
pg_catalog,pg_class_info,relpages,integer,none,false,0,false
pg_catalog,pg_class_info,reltuples,real,none,false,0,false
pg_catalog,pg_class_info,reltoastrelid,oid,none,false,0,false
pg_catalog,pg_class_info,reltoastidxid,oid,none,false,0,false
pg_catalog,pg_class_info,relhasindex,boolean,none,false,0,false
pg_catalog,pg_class_info,relisshared,boolean,none,false,0,false
pg_catalog,pg_class_info,relkind,"char",none,false,0,false
pg_catalog,pg_class_info,relnatts,smallint,none,false,0,false
pg_catalog,pg_class_info,relexternid,oid,none,false,0,false
pg_catalog,pg_class_info,relisreplicated,boolean,none,false,0,false
pg_catalog,pg_class_info,relispinned,boolean,none,false,0,false
pg_catalog,pg_class_info,reldiststyle,smallint,none,false,0,false
pg_catalog,pg_class_info,relprojbaseid,oid,none,false,0,false
pg_catalog,pg_class_info,relchecks,smallint,none,false,0,false
pg_catalog,pg_class_info,reltriggers,smallint,none,false,0,false
pg_catalog,pg_class_info,relukeys,smallint,none,false,0,false
pg_catalog,pg_class_info,relfkeys,smallint,none,false,0,false
pg_catalog,pg_class_info,relrefs,smallint,none,false,0,false
pg_catalog,pg_class_info,relhasoids,boolean,none,false,0,false
pg_catalog,pg_class_info,relhaspkey,boolean,none,false,0,false
pg_catalog,pg_class_info,relhasrules,boolean,none,false,0,false
pg_catalog,pg_class_info,relhassubclass,boolean,none,false,0,false
pg_catalog,pg_class_info,relacl,aclitem[],none,false,0,false
pg_catalog,pg_class_info,releffectivediststyle,smallint,none,false,0,false
pg_catalog,pg_class_info,relcreationtime,timestamp without time zone,none,false,0,false
pg_catalog,pg_class_oid_index,oid,oid,none,false,0,false
pg_catalog,pg_class_relname_nsp_index,relname,name,none,false,0,false
pg_catalog,pg_class_relname_nsp_index,relnamespace,oid,none,false,0,false
pg_catalog,pg_conf,key,name,none,false,0,true
pg_catalog,pg_conf,value,text,lzo,false,0,false
pg_catalog,pg_conf_key_index,key,name,none,false,0,false
pg_catalog,pg_constraint,conname,name,none,false,0,true
pg_catalog,pg_constraint,connamespace,oid,none,false,0,true
pg_catalog,pg_constraint,contype,"char",none,false,0,true
pg_catalog,pg_constraint,condeferrable,boolean,none,false,0,true
pg_catalog,pg_constraint,condeferred,boolean,none,false,0,true
pg_catalog,pg_constraint,conrelid,oid,none,false,0,true
pg_catalog,pg_constraint,contypid,oid,none,false,0,true
pg_catalog,pg_constraint,confrelid,oid,none,false,0,true
pg_catalog,pg_constraint,confupdtype,"char",none,false,0,true
pg_catalog,pg_constraint,confdeltype,"char",none,false,0,true
pg_catalog,pg_constraint,confmatchtype,"char",none,false,0,true
pg_catalog,pg_constraint,conkey,smallint[],none,false,0,false
pg_catalog,pg_constraint,confkey,smallint[],none,false,0,false
pg_catalog,pg_constraint,conbin,text,none,false,0,false
pg_catalog,pg_constraint,consrc,text,none,false,0,false
pg_catalog,pg_constraint_conname_nsp_index,conname,name,none,false,0,false
pg_catalog,pg_constraint_conname_nsp_index,connamespace,oid,none,false,0,false
pg_catalog,pg_constraint_conrelid_index,conrelid,oid,none,false,0,false
pg_catalog,pg_constraint_contypid_index,contypid,oid,none,false,0,false
pg_catalog,pg_constraint_oid_index,oid,oid,none,false,0,false
pg_catalog,pg_conversion,conname,name,none,false,0,true
pg_catalog,pg_conversion,connamespace,oid,none,false,0,true
pg_catalog,pg_conversion,conowner,integer,none,false,0,true
pg_catalog,pg_conversion,conforencoding,integer,none,false,0,true
pg_catalog,pg_conversion,contoencoding,integer,none,false,0,true
pg_catalog,pg_conversion,conproc,regproc,none,false,0,true
pg_catalog,pg_conversion,condefault,boolean,none,false,0,true
pg_catalog,pg_conversion_default_index,connamespace,oid,none,false,0,false
pg_catalog,pg_conversion_default_index,conforencoding,integer,none,false,0,false
pg_catalog,pg_conversion_default_index,contoencoding,integer,none,false,0,false
pg_catalog,pg_conversion_default_index,oid,oid,none,false,0,false
pg_catalog,pg_conversion_name_nsp_index,conname,name,none,false,0,false
pg_catalog,pg_conversion_name_nsp_index,connamespace,oid,none,false,0,false
pg_catalog,pg_conversion_oid_index,oid,oid,none,false,0,false
pg_catalog,pg_database,datname,name,none,false,0,true
pg_catalog,pg_database,datdba,integer,none,false,0,true
pg_catalog,pg_database,encoding,integer,none,false,0,true
pg_catalog,pg_database,datistemplate,boolean,none,false,0,true
pg_catalog,pg_database,datallowconn,boolean,none,false,0,true
pg_catalog,pg_database,datlastsysoid,oid,none,false,0,true
pg_catalog,pg_database,datvacuumxid,xid,none,false,0,true
pg_catalog,pg_database,datfrozenxid,xid,none,false,0,true
pg_catalog,pg_database,dattablespace,oid,none,false,0,true
pg_catalog,pg_database,datconfig,text[],none,false,0,false
pg_catalog,pg_database,datacl,aclitem[],none,false,0,false
pg_catalog,pg_database_datname_index,datname,name,none,false,0,false
pg_catalog,pg_database_extended,dbid,oid,none,false,0,true
pg_catalog,pg_database_extended,colnum,smallint,lzo,false,0,true
pg_catalog,pg_database_extended,value,text,lzo,false,0,false
pg_catalog,pg_database_extended_oid_colnum_index,dbid,oid,none,false,0,false
pg_catalog,pg_database_extended_oid_colnum_index,colnum,smallint,lzo,false,0,false
pg_catalog,pg_database_info,datid,oid,none,false,0,false
pg_catalog,pg_database_info,datname,name,none,false,0,false
pg_catalog,pg_database_info,datdba,integer,none,false,0,false
pg_catalog,pg_database_info,encoding,integer,none,false,0,false
pg_catalog,pg_database_info,datistemplate,boolean,none,false,0,false
pg_catalog,pg_database_info,datallowconn,boolean,none,false,0,false
pg_catalog,pg_database_info,datlastsysoid,oid,none,false,0,false
pg_catalog,pg_database_info,datvacuumxid,xid,none,false,0,false
pg_catalog,pg_database_info,datfrozenxid,xid,none,false,0,false
pg_catalog,pg_database_info,dattablespace,oid,none,false,0,false
pg_catalog,pg_database_info,datconfig,text[],none,false,0,false
pg_catalog,pg_database_info,datacl,aclitem[],none,false,0,false
pg_catalog,pg_database_info,datconnlimit,text,none,false,0,false
pg_catalog,pg_database_oid_index,oid,oid,none,false,0,false
pg_catalog,pg_defacl_name_index,defacluser,integer,lzo,false,0,false
pg_catalog,pg_defacl_name_index,defaclnamespace,oid,none,false,0,false
pg_catalog,pg_defacl_name_index,defaclobjtype,"char",none,false,0,false
pg_catalog,pg_default_acl,defacluser,integer,lzo,false,0,true
pg_catalog,pg_default_acl,defaclnamespace,oid,none,false,0,true
pg_catalog,pg_default_acl,defaclobjtype,"char",none,false,0,true
pg_catalog,pg_default_acl,defaclacl,aclitem[],none,false,0,false
pg_catalog,pg_depend,classid,oid,none,false,0,true
pg_catalog,pg_depend,objid,oid,none,false,0,true
pg_catalog,pg_depend,objsubid,integer,none,false,0,true
pg_catalog,pg_depend,refclassid,oid,none,false,0,true
pg_catalog,pg_depend,refobjid,oid,none,false,0,true
pg_catalog,pg_depend,refobjsubid,integer,none,false,0,true
pg_catalog,pg_depend,deptype,"char",none,false,0,true
pg_catalog,pg_depend_depender_index,classid,oid,none,false,0,false
pg_catalog,pg_depend_depender_index,objid,oid,none,false,0,false
pg_catalog,pg_depend_depender_index,objsubid,integer,none,false,0,false
pg_catalog,pg_depend_reference_index,refclassid,oid,none,false,0,false
pg_catalog,pg_depend_reference_index,refobjid,oid,none,false,0,false
pg_catalog,pg_depend_reference_index,refobjsubid,integer,none,false,0,false
pg_catalog,pg_description,objoid,oid,none,false,0,true
pg_catalog,pg_description,classoid,oid,none,false,0,true
pg_catalog,pg_description,objsubid,integer,none,false,0,true
pg_catalog,pg_description,description,text,none,false,0,false
pg_catalog,pg_description_o_c_o_index,objoid,oid,none,false,0,false
pg_catalog,pg_description_o_c_o_index,classoid,oid,none,false,0,false
pg_catalog,pg_description_o_c_o_index,objsubid,integer,none,false,0,false
pg_catalog,pg_external_schema,esoid,oid,none,false,0,true
pg_catalog,pg_external_schema,eskind,smallint,lzo,false,0,true
pg_catalog,pg_external_schema,esdbname,text,lzo,false,0,false
pg_catalog,pg_external_schema,esoptions,text,lzo,false,0,false
pg_catalog,pg_external_schema_esoid_index,esoid,oid,none,false,0,false
pg_catalog,pg_group,groname,name,none,false,0,true
pg_catalog,pg_group,grosysid,integer,none,false,0,true
pg_catalog,pg_group,grolist,integer[],none,false,0,false
pg_catalog,pg_group_extended,grosysid,integer,lzo,false,0,true
pg_catalog,pg_group_extended,colnum,smallint,lzo,false,0,true
pg_catalog,pg_group_extended,value,text,lzo,false,0,false
pg_catalog,pg_group_extended_sysid_colnum_index,grosysid,integer,lzo,false,0,false
pg_catalog,pg_group_extended_sysid_colnum_index,colnum,smallint,lzo,false,0,false
pg_catalog,pg_group_name_index,groname,name,none,false,0,false
pg_catalog,pg_group_sysid_index,grosysid,integer,none,false,0,false
pg_catalog,pg_highwatermark,hwmrelid,oid,none,false,0,false
pg_catalog,pg_highwatermark,hwmcolnum,integer,lzo,false,0,false
pg_catalog,pg_highwatermark,hwm,integer,lzo,false,0,false
pg_catalog,pg_index,indexrelid,oid,none,false,0,true
pg_catalog,pg_index,indrelid,oid,none,false,0,true
pg_catalog,pg_index,indkey,int2vector,none,false,0,true
pg_catalog,pg_index,indclass,oidvector,none,false,0,true
pg_catalog,pg_index,indnatts,smallint,none,false,0,true
pg_catalog,pg_index,indisunique,boolean,none,false,0,true
pg_catalog,pg_index,indisprimary,boolean,none,false,0,true
pg_catalog,pg_index,indisclustered,boolean,none,false,0,true
pg_catalog,pg_index,indexprs,text,none,false,0,false
pg_catalog,pg_index,indpred,text,none,false,0,false
pg_catalog,pg_index_indexrelid_index,indexrelid,oid,none,false,0,false
pg_catalog,pg_index_indrelid_index,indrelid,oid,none,false,0,false
pg_catalog,pg_indexes,schemaname,name,none,false,0,false
pg_catalog,pg_indexes,tablename,name,none,false,0,false
pg_catalog,pg_indexes,indexname,name,none,false,0,false
pg_catalog,pg_indexes,tablespace,name,none,false,0,false
pg_catalog,pg_indexes,indexdef,text,none,false,0,false
pg_catalog,pg_inherits,inhrelid,oid,none,false,0,true
pg_catalog,pg_inherits,inhparent,oid,none,false,0,true
pg_catalog,pg_inherits,inhseqno,integer,none,false,0,true
pg_catalog,pg_inherits_relid_seqno_index,inhrelid,oid,none,false,0,false
pg_catalog,pg_inherits_relid_seqno_index,inhseqno,integer,none,false,0,false
pg_catalog,pg_language,lanname,name,none,false,0,true
pg_catalog,pg_language,lanispl,boolean,none,false,0,true
pg_catalog,pg_language,lanpltrusted,boolean,none,false,0,true
pg_catalog,pg_language,lanplcallfoid,oid,none,false,0,true
pg_catalog,pg_language,lanvalidator,oid,none,false,0,true
pg_catalog,pg_language,lanacl,aclitem[],none,false,0,false
pg_catalog,pg_language_name_index,lanname,name,none,false,0,false
pg_catalog,pg_language_oid_index,oid,oid,none,false,0,false
pg_catalog,pg_largeobject,loid,oid,none,false,0,true
pg_catalog,pg_largeobject,pageno,integer,none,false,0,true
pg_catalog,pg_largeobject,data,bytea,none,false,0,false
pg_catalog,pg_largeobject_loid_pn_index,loid,oid,none,false,0,false
pg_catalog,pg_largeobject_loid_pn_index,pageno,integer,none,false,0,false
pg_catalog,pg_library,name,name,none,false,0,true
pg_catalog,pg_library,language_oid,oid,none,false,0,true
pg_catalog,pg_library,file_store_id,integer,lzo,false,0,true
pg_catalog,pg_library,owner,integer,lzo,false,0,true
pg_catalog,pg_library_name_index,name,name,none,false,0,false
pg_catalog,pg_library_oid_index,oid,oid,none,false,0,false
pg_catalog,pg_listener,relname,name,none,false,0,true
pg_catalog,pg_listener,listenerpid,integer,none,false,0,true
pg_catalog,pg_listener,notification,integer,none,false,0,true
pg_catalog,pg_locks,relation,oid,none,false,0,false
pg_catalog,pg_locks,database,oid,none,false,0,false
pg_catalog,pg_locks,transaction,xid,none,false,0,false
pg_catalog,pg_locks,pid,integer,none,false,0,false
pg_catalog,pg_locks,mode,character varying,none,false,0,false
pg_catalog,pg_locks,granted,boolean,none,false,0,false
pg_catalog,pg_namespace,nspname,name,none,false,0,true
pg_catalog,pg_namespace,nspowner,integer,none,false,0,true
pg_catalog,pg_namespace,nspacl,aclitem[],none,false,0,false
pg_catalog,pg_namespace_nspname_index,nspname,name,none,false,0,false
pg_catalog,pg_namespace_oid_index,oid,oid,none,false,0,false
pg_catalog,pg_opclass,opcamid,oid,none,false,0,true
pg_catalog,pg_opclass,opcname,name,none,false,0,true
pg_catalog,pg_opclass,opcnamespace,oid,none,false,0,true
pg_catalog,pg_opclass,opcowner,integer,none,false,0,true
pg_catalog,pg_opclass,opcintype,oid,none,false,0,true
pg_catalog,pg_opclass,opcdefault,boolean,none,false,0,true
pg_catalog,pg_opclass,opckeytype,oid,none,false,0,true
pg_catalog,pg_opclass_am_name_nsp_index,opcamid,oid,none,false,0,false
pg_catalog,pg_opclass_am_name_nsp_index,opcname,name,none,false,0,false
pg_catalog,pg_opclass_am_name_nsp_index,opcnamespace,oid,none,false,0,false
pg_catalog,pg_opclass_oid_index,oid,oid,none,false,0,false
pg_catalog,pg_operator,oprname,name,none,false,0,true
pg_catalog,pg_operator,oprnamespace,oid,none,false,0,true
pg_catalog,pg_operator,oprowner,integer,none,false,0,true
pg_catalog,pg_operator,oprkind,"char",none,false,0,true
pg_catalog,pg_operator,oprcanhash,boolean,none,false,0,true
pg_catalog,pg_operator,oprleft,oid,none,false,0,true
pg_catalog,pg_operator,oprright,oid,none,false,0,true
pg_catalog,pg_operator,oprresult,oid,none,false,0,true
pg_catalog,pg_operator,oprcom,oid,none,false,0,true
pg_catalog,pg_operator,oprnegate,oid,none,false,0,true
pg_catalog,pg_operator,oprlsortop,oid,none,false,0,true
pg_catalog,pg_operator,oprrsortop,oid,none,false,0,true
pg_catalog,pg_operator,oprltcmpop,oid,none,false,0,true
pg_catalog,pg_operator,oprgtcmpop,oid,none,false,0,true
pg_catalog,pg_operator,oprcode,regproc,none,false,0,true
pg_catalog,pg_operator,oprrest,regproc,none,false,0,true
pg_catalog,pg_operator,oprjoin,regproc,none,false,0,true
pg_catalog,pg_operator_oid_index,oid,oid,none,false,0,false
pg_catalog,pg_operator_oprname_l_r_n_index,oprname,name,none,false,0,false
pg_catalog,pg_operator_oprname_l_r_n_index,oprleft,oid,none,false,0,false
pg_catalog,pg_operator_oprname_l_r_n_index,oprright,oid,none,false,0,false
pg_catalog,pg_operator_oprname_l_r_n_index,oprnamespace,oid,none,false,0,false
pg_catalog,pg_proc,proname,name,none,false,0,true
pg_catalog,pg_proc,pronamespace,oid,none,false,0,true
pg_catalog,pg_proc,proowner,integer,none,false,0,true
pg_catalog,pg_proc,prolang,oid,none,false,0,true
pg_catalog,pg_proc,proisagg,boolean,none,false,0,true
pg_catalog,pg_proc,prosecdef,boolean,none,false,0,true
pg_catalog,pg_proc,proisstrict,boolean,none,false,0,true
pg_catalog,pg_proc,proretset,boolean,none,false,0,true
pg_catalog,pg_proc,provolatile,"char",none,false,0,true
pg_catalog,pg_proc,pronargs,smallint,none,false,0,true
pg_catalog,pg_proc,prorettype,oid,none,false,0,true
pg_catalog,pg_proc,proargtypes,oidvector,none,false,0,true
pg_catalog,pg_proc,proargnames,text[],none,false,0,false
pg_catalog,pg_proc,prosrc,text,none,false,0,false
pg_catalog,pg_proc,probin,bytea,none,false,0,false
pg_catalog,pg_proc,proacl,aclitem[],none,false,0,false
pg_catalog,pg_proc_oid_index,oid,oid,none,false,0,false
pg_catalog,pg_proc_proname_args_nsp_index,proname,name,none,false,0,false
pg_catalog,pg_proc_proname_args_nsp_index,pronargs,smallint,none,false,0,false
pg_catalog,pg_proc_proname_args_nsp_index,proargtypes,oidvector,none,false,0,false
pg_catalog,pg_proc_proname_args_nsp_index,pronamespace,oid,none,false,0,false
pg_catalog,pg_resize,statexml,character varying(8192),lzo,false,0,false
pg_catalog,pg_rewrite,rulename,name,none,false,0,true
pg_catalog,pg_rewrite,ev_class,oid,none,false,0,true
pg_catalog,pg_rewrite,ev_attr,smallint,none,false,0,true
pg_catalog,pg_rewrite,ev_type,"char",none,false,0,true
pg_catalog,pg_rewrite,is_instead,boolean,none,false,0,true
pg_catalog,pg_rewrite,ev_qual,text,none,false,0,false
pg_catalog,pg_rewrite,ev_action,text,none,false,0,false
pg_catalog,pg_rewrite_oid_index,oid,oid,none,false,0,false
pg_catalog,pg_rewrite_rel_rulename_index,ev_class,oid,none,false,0,false
pg_catalog,pg_rewrite_rel_rulename_index,rulename,name,none,false,0,false
pg_catalog,pg_rules,schemaname,name,none,false,0,false
pg_catalog,pg_rules,tablename,name,none,false,0,false
pg_catalog,pg_rules,rulename,name,none,false,0,false
pg_catalog,pg_rules,definition,text,none,false,0,false
pg_catalog,pg_settings,name,character varying,none,false,0,false
pg_catalog,pg_settings,setting,character varying,none,false,0,false
pg_catalog,pg_settings,category,character varying,none,false,0,false
pg_catalog,pg_settings,short_desc,character varying,none,false,0,false
pg_catalog,pg_settings,extra_desc,character varying,none,false,0,false
pg_catalog,pg_settings,context,character varying,none,false,0,false
pg_catalog,pg_settings,vartype,character varying,none,false,0,false
pg_catalog,pg_settings,source,character varying,none,false,0,false
pg_catalog,pg_settings,min_val,character varying,none,false,0,false
pg_catalog,pg_settings,max_val,character varying,none,false,0,false
pg_catalog,pg_shadow,usename,name,none,false,0,true
pg_catalog,pg_shadow,usesysid,integer,none,false,0,true
pg_catalog,pg_shadow,usecreatedb,boolean,none,false,0,true
pg_catalog,pg_shadow,usesuper,boolean,none,false,0,true
pg_catalog,pg_shadow,usecatupd,boolean,none,false,0,true
pg_catalog,pg_shadow,passwd,text,none,false,0,false
pg_catalog,pg_shadow,valuntil,abstime,none,false,0,false
pg_catalog,pg_shadow,useconfig,text[],none,false,0,false
pg_catalog,pg_shadow_extended,sysid,integer,lzo,false,0,true
pg_catalog,pg_shadow_extended,colnum,smallint,lzo,false,0,true
pg_catalog,pg_shadow_extended,value,text,lzo,false,0,false
pg_catalog,pg_shadow_extended_sysid_colnum_index,sysid,integer,lzo,false,0,false
pg_catalog,pg_shadow_extended_sysid_colnum_index,colnum,smallint,lzo,false,0,false
pg_catalog,pg_shadow_usename_index,usename,name,none,false,0,false
pg_catalog,pg_shadow_usesysid_index,usesysid,integer,none,false,0,false
pg_catalog,pg_shdepend,dbid,oid,none,false,0,true
pg_catalog,pg_shdepend,classid,oid,none,false,0,true
pg_catalog,pg_shdepend,objid,oid,none,false,0,true
pg_catalog,pg_shdepend,objsubid,integer,lzo,false,0,true
